route_key,mode,o_zone_id,d_zone_id,o_x_coord,o_y_coord,d_x_coord,d_y_coord,total_distance_mile,total_distance_km,straight_line_distance_mile,straight_line_distance_km,distance_ratio,total_free_flow_travel_time,total_congestion_travel_time,volume,WKT_geometry
21_14_sov,sov,21,14,-96.731,43.5105,-96.751,43.5293,9,14.481,1.64343,2.64428,5.47635,9,24.1446,400,"LINESTRING(-96.730979 43.510485,-96.749200 43.503164,-96.750904 43.514858,-96.751035 43.529306)"
21_15_sov,sov,21,15,-96.731,43.5105,-96.7315,43.5294,5,8.045,1.30725,2.10337,3.82481,5,13.2458,800,"LINESTRING(-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401)"
21_16_sov,sov,21,16,-96.731,43.5105,-96.7114,43.5467,12,19.308,2.69074,4.3294,4.45974,12,34.0582,600,"LINESTRING(-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744)"
21_17_sov,sov,21,17,-96.731,43.5105,-96.7114,43.5413,10,16.09,2.34334,3.77043,4.26742,10,24.8253,600,"LINESTRING(-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280)"
21_18_sov,sov,21,18,-96.731,43.5105,-96.6941,43.5467,10,16.09,3.11343,5.00951,3.21189,10,12.4557,100,"LINESTRING(-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744)"
21_19_sov,sov,21,19,-96.731,43.5105,-96.7113,43.5296,8,12.872,1.6472,2.65035,4.85672,8,17.5515,400,"LINESTRING(-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591)"
21_20_sov,sov,21,20,-96.731,43.5105,-96.7112,43.5153,6,9.654,1.0469,1.68446,5.73123,6,8.18259,1200,"LINESTRING(-96.730979 43.510485,-96.711185 43.515333)"
21_22_sov,sov,21,22,-96.731,43.5105,-96.7312,43.5149,2,3.218,0.30244,0.486626,6.61288,2,4.35191,1800,"LINESTRING(-96.730979 43.510485,-96.731241 43.514858)"
21_23_sov,sov,21,23,-96.731,43.5105,-96.7509,43.5149,5,8.045,1.04314,1.67842,4.79321,5,15.183,700,"LINESTRING(-96.730979 43.510485,-96.749200 43.503164,-96.750904 43.514858)"
21_24_sov,sov,21,24,-96.731,43.5105,-96.7492,43.5032,3,4.827,1.04386,1.67958,2.87394,3,11.5206,500,"LINESTRING(-96.730979 43.510485,-96.749200 43.503164)"
22_1_sov,sov,22,1,-96.7312,43.5149,-96.7704,43.6128,20,32.18,7.0476,11.3396,2.83785,20,44.3542,400,"LINESTRING(-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828)"
22_2_sov,sov,22,2,-96.7312,43.5149,-96.7113,43.6058,21,33.789,6.36365,10.2391,3.29999,21,41.0714,100,"LINESTRING(-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
22_3_sov,sov,22,3,-96.7312,43.5149,-96.7743,43.573,16,25.744,4.55722,7.33256,3.51092,16,40.3455,100,"LINESTRING(-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962)"
22_4_sov,sov,22,4,-96.7312,43.5149,-96.7472,43.5637,18,28.962,3.46457,5.57449,5.19545,18,42.0367,400,"LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654)"
22_5_sov,sov,22,5,-96.7312,43.5149,-96.7316,43.564,17,27.353,3.39777,5.46701,5.00328,17,38.7713,200,"LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271,-96.731241 43.548596,-96.731569 43.564034)"
22_6_sov,sov,22,6,-96.7312,43.5149,-96.7116,43.5876,16,25.744,5.11996,8.23802,3.12502,16,34.4377,200,"LINESTRING(-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586)"
22_7_sov,sov,22,7,-96.7312,43.5149,-96.6934,43.5638,11,17.699,3.8786,6.24066,2.83608,11,14.2035,500,"LINESTRING(-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844)"
22_8_sov,sov,22,8,-96.7312,43.5149,-96.7114,43.5623,14,22.526,3.42712,5.51424,4.08506,14,19.8892,500,"LINESTRING(-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324)"
22_9_sov,sov,22,9,-96.7312,43.5149,-96.7312,43.5486,12,19.308,2.33111,3.75075,5.14777,12,28.6979,700,"LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271,-96.731241 43.548596)"
22_10_sov,sov,22,10,-96.7312,43.5149,-96.7314,43.5453,9,14.481,2.10136,3.38109,4.28294,9,22.905,2600,"LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271)"
22_11_sov,sov,22,11,-96.7312,43.5149,-96.7468,43.5441,12,19.308,2.16827,3.48874,5.53437,12,34.4914,1100,"LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131)"
22_12_sov,sov,22,12,-96.7312,43.5149,-96.7801,43.5439,12,19.308,3.16818,5.0976,3.78767,12,36.3216,700,"LINESTRING(-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941)"
22_13_sov,sov,22,13,-96.7312,43.5149,-96.7934,43.4907,9,14.481,3.53293,5.68449,2.54746,9,33.2927,1300,"LINESTRING(-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
22_14_sov,sov,22,14,-96.7312,43.5149,-96.751,43.5293,8,12.872,1.40713,2.26407,5.68534,8,20.9111,1200,"LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.751035 43.529306)"
22_15_sov,sov,22,15,-96.7312,43.5149,-96.7315,43.5294,3,4.827,1.00492,1.61692,2.98531,3,8.89388,2600,"LINESTRING(-96.731241 43.514858,-96.731504 43.529401)"
22_16_sov,sov,22,16,-96.7312,43.5149,-96.7114,43.5467,10,16.09,2.4173,3.88943,4.13685,10,29.7063,1200,"LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744)"
22_17_sov,sov,22,17,-96.7312,43.5149,-96.7114,43.5413,8,12.872,2.07909,3.34525,3.84784,8,20.4734,1700,"LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280)"
22_18_sov,sov,22,18,-96.7312,43.5149,-96.6941,43.5467,9,14.481,2.88432,4.64087,3.12032,9,12.1416,300,"LINESTRING(-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744)"
22_19_sov,sov,22,19,-96.7312,43.5149,-96.7113,43.5296,6,9.654,1.42576,2.29405,4.20828,6,13.1996,1200,"LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591)"
22_20_sov,sov,22,20,-96.7312,43.5149,-96.7112,43.5153,5,8.045,1.00549,1.61783,4.97271,5,7.86846,2400,"LINESTRING(-96.731241 43.514858,-96.711185 43.515333)"
22_21_sov,sov,22,21,-96.7312,43.5149,-96.731,43.5105,2,3.218,0.30244,0.486626,6.61288,2,4.28429,1800,"LINESTRING(-96.731241 43.514858,-96.730979 43.510485)"
22_23_sov,sov,22,23,-96.7312,43.5149,-96.7509,43.5149,4,6.436,0.985251,1.58527,4.05988,4,12.1388,2100,"LINESTRING(-96.731241 43.514858,-96.750904 43.514858)"
22_24_sov,sov,22,24,-96.7312,43.5149,-96.7492,43.5032,5,8.045,1.20944,1.94599,4.13414,5,15.8049,1100,"LINESTRING(-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164)"
23_1_sov,sov,23,1,-96.7509,43.5149,-96.7704,43.6128,17,27.353,6.83928,11.0044,2.48564,17,32.2969,300,"LINESTRING(-96.750904 43.514858,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828)"
23_3_sov,sov,23,3,-96.7509,43.5149,-96.7743,43.573,13,20.917,4.18215,6.72907,3.10845,13,28.2882,100,"LINESTRING(-96.750904 43.514858,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962)"
23_4_sov,sov,23,4,-96.7509,43.5149,-96.7472,43.5637,14,22.526,3.37667,5.43305,4.1461,14,30.0872,500,"LINESTRING(-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654)"
23_5_sov,sov,23,5,-96.7509,43.5149,-96.7316,43.564,16,25.744,3.53305,5.68467,4.52867,16,32.4288,100,"LINESTRING(-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034)"
23_6_sov,sov,23,6,-96.7509,43.5149,-96.7116,43.5876,20,32.18,5.39594,8.68207,3.70649,20,42.4279,100,"LINESTRING(-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586)"
23_7_sov,sov,23,7,-96.7509,43.5149,-96.6934,43.5638,15,24.135,4.44347,7.14955,3.37574,15,26.0682,200,"LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844)"
23_8_sov,sov,23,8,-96.7509,43.5149,-96.7114,43.5623,18,28.962,3.83072,6.16364,4.69885,18,31.754,300,"LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324)"
23_9_sov,sov,23,9,-96.7509,43.5149,-96.7312,43.5486,16,25.744,2.53066,4.07183,6.32246,16,40.4381,500,"LINESTRING(-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131,-96.731438 43.545271,-96.731241 43.548596)"
23_10_sov,sov,23,10,-96.7509,43.5149,-96.7314,43.5453,13,20.917,2.31658,3.72738,5.61172,13,34.6452,1800,"LINESTRING(-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131,-96.731438 43.545271)"
23_11_sov,sov,23,11,-96.7509,43.5149,-96.7468,43.5441,8,12.872,2.03278,3.27074,3.93551,8,22.5419,1300,"LINESTRING(-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131)"
23_12_sov,sov,23,12,-96.7509,43.5149,-96.7801,43.5439,9,14.481,2.48641,4.00063,3.61968,9,24.2642,700,"LINESTRING(-96.750904 43.514858,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941)"
23_13_sov,sov,23,13,-96.7509,43.5149,-96.7934,43.4907,6,9.654,2.70469,4.35184,2.21837,6,21.2354,800,"LINESTRING(-96.750904 43.514858,-96.749200 43.503164,-96.793377 43.490707)"
23_14_sov,sov,23,14,-96.7509,43.5149,-96.751,43.5293,4,6.436,0.99829,1.60625,4.00685,4,8.96159,1100,"LINESTRING(-96.750904 43.514858,-96.751035 43.529306)"
23_15_sov,sov,23,15,-96.7509,43.5149,-96.7315,43.5294,7,11.263,1.39802,2.24942,5.00707,7,20.7586,1000,"LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.731504 43.529401)"
23_16_sov,sov,23,16,-96.7509,43.5149,-96.7114,43.5467,14,22.526,2.96199,4.76583,4.72656,14,41.5711,500,"LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744)"
23_17_sov,sov,23,17,-96.7509,43.5149,-96.7114,43.5413,12,19.308,2.69312,4.33323,4.4558,12,32.3382,600,"LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280)"
23_18_sov,sov,23,18,-96.7509,43.5149,-96.6941,43.5467,13,20.917,3.59957,5.7917,3.61155,13,24.0064,100,"LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744)"
23_19_sov,sov,23,19,-96.7509,43.5149,-96.7113,43.5296,10,16.09,2.22938,3.58707,4.48556,10,25.0644,300,"LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591)"
23_20_sov,sov,23,20,-96.7509,43.5149,-96.7112,43.5153,9,14.481,1.99047,3.20267,4.52155,9,19.7332,700,"LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.711185 43.515333)"
23_21_sov,sov,23,21,-96.7509,43.5149,-96.731,43.5105,5,8.045,1.04314,1.67842,4.79321,5,15.162,700,"LINESTRING(-96.750904 43.514858,-96.749200 43.503164,-96.730979 43.510485)"
23_22_sov,sov,23,22,-96.7509,43.5149,-96.7312,43.5149,4,6.436,0.985251,1.58527,4.05988,4,11.8648,2100,"LINESTRING(-96.750904 43.514858,-96.731241 43.514858)"
23_24_sov,sov,23,24,-96.7509,43.5149,-96.7492,43.5032,2,3.218,0.812484,1.30729,2.46159,2,3.7476,700,"LINESTRING(-96.750904 43.514858,-96.749200 43.503164)"
24_1_sov,sov,24,1,-96.7492,43.5032,-96.7704,43.6128,15,24.135,7.65124,12.3108,1.96047,15,28.5493,100,"LINESTRING(-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828)"
24_4_sov,sov,24,4,-96.7492,43.5032,-96.7472,43.5637,15,24.135,4.1807,6.72675,3.58792,15,28.8442,200,"LINESTRING(-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654)"
24_6_sov,sov,24,6,-96.7492,43.5032,-96.7116,43.5876,20,32.18,6.12876,9.86118,3.2633,20,46.1662,100,"LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586)"
24_7_sov,sov,24,7,-96.7492,43.5032,-96.6934,43.5638,15,24.135,5.03826,8.10655,2.97722,15,25.932,100,"LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844)"
24_8_sov,sov,24,8,-96.7492,43.5032,-96.7114,43.5623,18,28.962,4.50522,7.24891,3.99536,18,31.6177,200,"LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324)"
24_9_sov,sov,24,9,-96.7492,43.5032,-96.7312,43.5486,17,27.353,3.26548,5.25416,5.20598,17,44.4642,200,"LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271,-96.731241 43.548596)"
24_10_sov,sov,24,10,-96.7492,43.5032,-96.7314,43.5453,14,22.526,3.04237,4.89518,4.60167,14,38.6713,800,"LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271)"
24_11_sov,sov,24,11,-96.7492,43.5032,-96.7468,43.5441,10,16.09,2.83301,4.55831,3.52982,10,26.2043,600,"LINESTRING(-96.749200 43.503164,-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131)"
24_12_sov,sov,24,12,-96.7492,43.5032,-96.7801,43.5439,7,11.263,3.21559,5.17388,2.1769,7,20.5166,500,"LINESTRING(-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941)"
24_13_sov,sov,24,13,-96.7492,43.5032,-96.7934,43.4907,4,6.436,2.37559,3.82233,1.68379,4,17.4878,700,"LINESTRING(-96.749200 43.503164,-96.793377 43.490707)"
24_14_sov,sov,24,14,-96.7492,43.5032,-96.751,43.5293,6,9.654,1.80859,2.91002,3.3175,6,12.6239,400,"LINESTRING(-96.749200 43.503164,-96.750904 43.514858,-96.751035 43.529306)"
24_15_sov,sov,24,15,-96.7492,43.5032,-96.7315,43.5294,8,12.872,2.01806,3.24705,3.96421,8,24.6602,400,"LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401)"
24_16_sov,sov,24,16,-96.7492,43.5032,-96.7114,43.5467,15,24.135,3.55757,5.72413,4.21636,15,45.4726,300,"LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744)"
24_17_sov,sov,24,17,-96.7492,43.5032,-96.7114,43.5413,13,20.917,3.24434,5.22015,4.00697,13,36.2397,300,"LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280)"
24_19_sov,sov,24,19,-96.7492,43.5032,-96.7113,43.5296,11,17.699,2.63387,4.2379,4.17636,11,28.9659,100,"LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591)"
24_20_sov,sov,24,20,-96.7492,43.5032,-96.7112,43.5153,9,14.481,2.0823,3.35043,4.32213,9,19.597,400,"LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333)"
24_21_sov,sov,24,21,-96.7492,43.5032,-96.731,43.5105,3,4.827,1.04386,1.67958,2.87394,3,11.4144,500,"LINESTRING(-96.749200 43.503164,-96.730979 43.510485)"
24_22_sov,sov,24,22,-96.7492,43.5032,-96.7312,43.5149,5,8.045,1.20944,1.94599,4.13414,5,15.7663,1100,"LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858)"
24_23_sov,sov,24,23,-96.7492,43.5032,-96.7509,43.5149,2,3.218,0.812484,1.30729,2.46159,2,3.66233,700,"LINESTRING(-96.749200 43.503164,-96.750904 43.514858)"
